sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,school_MS
1,15,0,0,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13,14,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,15,0,0,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,7,9,8,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,15,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,11,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,16,0,1,1,4,4,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,16,16,17,False,False,False,True,False,False,False,True,False,False,False,True,False,True
0,16,0,1,1,2,3,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,15,15,False,True,False,False,False,False,True,False,False,False,False,True,False,True
0,16,0,1,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,9,10,11,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0,15,0,1,1,1,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,10,11,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,16,0,1,1,2,2,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,14,13,14,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,15,0,1,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,13,12,12,False,False,True,False,False,True,False,False,False,False,True,True,False,True
0,16,0,0,1,2,1,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,10,8,8,False,True,False,False,False,True,False,False,True,False,False,True,False,True
0,17,0,1,1,2,2,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0,11,10,11,False,False,False,False,False,True,False,False,False,False,False,True,False,True
0,16,1,1,1,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,13,14,False,True,False,False,False,False,True,False,False,False,False,True,False,True
0,19,1,0,1,2,2,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,12,13,13,False,True,False,False,False,True,False,False,True,False,False,True,False,True
0,16,0,1,1,2,3,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,8,10,10,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,16,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,8,8,True,False,False,False,True,False,False,False,False,False,False,True,False,True
1,17,1,0,1,4,4,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,15,14,16,False,True,False,False,False,False,True,False,True,False,False,True,False,True
0,17,0,1,1,4,1,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13,14,14,False,True,False,False,False,True,False,False,False,True,False,True,False,True
0,16,1,0,1,2,1,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15,16,False,True,False,False,False,False,True,False,False,True,False,True,False,True
0,17,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,13,15,16,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,17,0,1,1,0,0,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11,False,False,False,False,False,True,False,False,False,False,False,True,False,True
0,17,1,1,1,3,3,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11,12,13,False,False,True,False,False,False,True,False,False,False,False,True,False,True
1,18,1,0,1,4,4,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17,17,False,False,True,False,False,True,False,False,False,False,True,True,False,True
0,17,1,1,1,4,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18,18,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0,18,1,1,1,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,12,13,False,False,True,False,False,False,True,False,False,True,False,True,False,True
0,18,1,1,1,2,3,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10,10,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,17,0,1,1,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,7,8,9,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0,18,0,0,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17,17,False,True,False,False,False,True,False,False,False,False,True,True,False,True
1,17,1,1,1,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,14,15,16,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0,18,1,0,1,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,15,15,16,False,False,False,True,False,False,True,False,False,False,False,True,False,True
